date,asin,campaign_id,campaign_name,impressions,clicks,ctr_pct,spend,sales,orders,tos_impressions,placement_impressions,tos_impression_share_pct
2026-03-02,B0GXYYZPBW,230170919088708,SC_B0GXYYZPBW_MF04_Auto_260606,0,0,,0.0,0.0,0,0,0,
2026-03-02,B0GXYYZPBW,173844737302109,SC_B0GXYYZPBW_MF04_Frother_P_260610,0,0,,0.0,0.0,0,0,0,
2026-03-03,B0GXYYZPBW,230170919088708,SC_B0GXYYZPBW_MF04_Auto_260606,0,0,,0.0,0.0,0,0,0,
2026-03-03,B0GXYYZPBW,173844737302109,SC_B0GXYYZPBW_MF04_Frother_P_260610,0,0,,0.0,0.0,0,0,0,
2026-03-04,B0GXYYZPBW,230170919088708,SC_B0GXYYZPBW_MF04_Auto_260606,0,0,,0.0,0.0,0,0,0,
2026-03-04,B0GXYYZPBW,173844737302109,SC_B0GXYYZPBW_MF04_Frother_P_260610,0,0,,0.0,0.0,0,0,0,
2026-03-05,B0GXYYZPBW,230170919088708,SC_B0GXYYZPBW_MF04_Auto_260606,0,0,,0.0,0.0,0,0,0,
2026-03-05,B0GXYYZPBW,173844737302109,SC_B0GXYYZPBW_MF04_Frother_P_260610,0,0,,0.0,0.0,0,0,0,
2026-03-06,B0GXYYZPBW,230170919088708,SC_B0GXYYZPBW_MF04_Auto_260606,0,0,,0.0,0.0,0,0,0,
2026-03-06,B0GXYYZPBW,173844737302109,SC_B0GXYYZPBW_MF04_Frother_P_260610,0,0,,0.0,0.0,0,0,0,
2026-03-07,B0GXYYZPBW,230170919088708,SC_B0GXYYZPBW_MF04_Auto_260606,0,0,,0.0,0.0,0,0,0,
2026-03-07,B0GXYYZPBW,173844737302109,SC_B0GXYYZPBW_MF04_Frother_P_260610,0,0,,0.0,0.0,0,0,0,
2026-03-08,B0GXYYZPBW,230170919088708,SC_B0GXYYZPBW_MF04_Auto_260606,0,0,,0.0,0.0,0,0,0,
2026-03-08,B0GXYYZPBW,173844737302109,SC_B0GXYYZPBW_MF04_Frother_P_260610,0,0,,0.0,0.0,0,0,0,
2026-03-09,B0GXYYZPBW,230170919088708,SC_B0GXYYZPBW_MF04_Auto_260606,0,0,,0.0,0.0,0,0,0,
2026-03-09,B0GXYYZPBW,173844737302109,SC_B0GXYYZPBW_MF04_Frother_P_260610,0,0,,0.0,0.0,0,0,0,
2026-03-10,B0GXYYZPBW,230170919088708,SC_B0GXYYZPBW_MF04_Auto_260606,0,0,,0.0,0.0,0,0,0,
2026-03-10,B0GXYYZPBW,173844737302109,SC_B0GXYYZPBW_MF04_Frother_P_260610,0,0,,0.0,0.0,0,0,0,
2026-03-11,B0GXYYZPBW,230170919088708,SC_B0GXYYZPBW_MF04_Auto_260606,0,0,,0.0,0.0,0,0,0,
2026-03-11,B0GXYYZPBW,173844737302109,SC_B0GXYYZPBW_MF04_Frother_P_260610,0,0,,0.0,0.0,0,0,0,
